guest_id,park,weather,passholder,ll_use,age,party_size,visit_days,avg_temp_f,walked_miles,num_rides,wait_avg_am,wait_avg_pm,satisfaction_slider,budget,money_spent,spending_day1,spending_day2,plan_style,planned_character_dinner,actual_character_dinner,would_recommend
543,EPCOT,Rainy,No,No,40,2,8,81.3,10.45,11,26.8,45.6,76.4,200,273.21,115.47,32.63,Planner,No,No,Yes
544,Magic Kingdom,Sunny,Yes,Yes,36,3,10,85.1,11.94,22,50.3,64.2,80.4,300,297.31,156.45,62.64,Mixed,Yes,Yes,No
545,Magic Kingdom,Rainy,No,Yes,37,3,9,93.4,9.91,17,29.9,36.6,73.2,300,387.01,198.33,74.73,Mixed,Yes,Yes,Yes
546,EPCOT,Sunny,No,No,44,8,4,88.3,9.87,6,27.7,29.6,86.9,200,352.22,207.77,74.5,Planner,No,No,Yes
547,Magic Kingdom,Rainy,Yes,Yes,27,9,7,101.6,6.57,15,41.2,51.6,74.3,300,454.48,264.77,61.2,Mixed,No,Yes,Yes
548,Magic Kingdom,Sunny,Yes,No,17,6,8,92,12.91,14,49,61.7,71.9,300,398.11,194.61,58.47,Mixed,No,Yes,Yes
549,Animal Kingdom,Sunny,No,No,30,2,8,73.8,13.19,9,42.7,60.5,90.7,200,251.61,139.59,59.54,Spontaneous,No,Yes,Yes
550,Magic Kingdom,Sunny,Yes,No,17,4,2,75,8.97,12,45.7,68.2,100,300,NA,NA,NA,Planner,Yes,No,Yes
551,Magic Kingdom,Sunny,No,Yes,23,5,4,87.4,8.97,14,43,55.7,89.6,200,377.16,183.01,51.87,Mixed,Yes,No,No
552,EPCOT,Cloudy,No,No,26,5,2,92.3,12.35,10,29.3,31.5,86.5,100,256.2,106.5,46.79,Mixed,Yes,Yes,No
553,Magic Kingdom,Sunny,No,Yes,14,5,3,82.1,8.28,8,63,74.3,67.1,200,264.18,110.01,41.46,Planner,Yes,No,Yes
554,Magic Kingdom,Sunny,No,Yes,41,4,10,83.1,8.22,19,66.2,71.6,63.7,300,NA,NA,NA,Planner,No,Yes,No
555,EPCOT,Cloudy,No,No,7,4,6,75.1,11.7,13,23.3,42.5,83.7,200,296.77,134.43,76.51,Planner,No,Yes,Yes
556,Magic Kingdom,Cloudy,Yes,No,29,3,5,73.1,15.45,15,28.9,33.5,100,300,280.1,157.44,54.49,Planner,No,No,Yes
557,Hollywood Studios,Rainy,No,No,13,4,3,91.5,11.99,12,39.2,40.7,78.5,200,241.33,96.27,59.84,Planner,Yes,No,Yes
558,Magic Kingdom,Cloudy,Yes,No,9,4,7,75.5,14.46,16,61.6,66.3,69.6,200,324.26,119.16,48.4,Mixed,No,Yes,Yes
559,EPCOT,Sunny,Yes,Yes,45,5,5,70.5,11.32,13,44.9,47.9,63.9,300,292.19,128.52,46.06,Planner,No,No,No
560,Animal Kingdom,Rainy,Yes,Yes,42,5,8,71.6,11.57,12,38.5,44.7,74.3,200,365.37,157.61,53.73,Mixed,No,Yes,Yes
561,Magic Kingdom,Cloudy,Yes,Yes,4,4,8,90.2,7.55,14,49.1,47.4,80,400,354.84,205.51,37.9,Mixed,Yes,Yes,Yes
562,EPCOT,Cloudy,Yes,Yes,31,2,6,88.6,8.22,21,36.3,36.7,74.2,200,241.69,94.4,38.53,Planner,No,No,No
563,Magic Kingdom,Sunny,Yes,No,36,1,3,78.3,7.67,8,35.2,42.1,89.2,100,219.2,111.16,46.82,Mixed,No,No,Yes
564,EPCOT,Sunny,No,No,15,5,4,72.4,12.89,13,44.7,59.5,85.8,200,323.65,188.86,59.81,Mixed,No,No,Yes
565,Magic Kingdom,Sunny,No,No,31,4,4,74,6.82,16,56.6,74.6,66,300,323.28,189.67,47.46,Mixed,No,No,No
566,Animal Kingdom,Cloudy,Yes,No,32,6,11,84.1,6.26,18,27.6,36.4,80.3,300,420.23,196.19,46.48,Mixed,Yes,Yes,Yes
567,Hollywood Studios,Rainy,Yes,No,19,5,3,85.5,9.53,8,52.4,50.7,86.8,200,320.69,177.48,53.72,Planner,No,No,Yes
568,Magic Kingdom,Sunny,Yes,No,52,3,2,90.6,14.5,8,56.1,68.2,96,200,236.67,98.35,31.21,Mixed,Yes,Yes,Yes
569,Animal Kingdom,Cloudy,Yes,No,27,7,2,86.4,5.08,12,40.7,42.7,74.6,300,279.18,136.69,82.57,Spontaneous,No,No,No
570,Magic Kingdom,Sunny,Yes,No,29,4,4,71.9,12.17,9,59.5,67.7,85.8,300,316.19,144.42,66.08,Spontaneous,No,No,Yes
571,Hollywood Studios,Sunny,No,No,5,4,8,80.8,12.79,10,45,66.8,76.7,400,385.28,146.08,123.73,Planner,No,No,Yes
572,EPCOT,Cloudy,Yes,Yes,22,4,5,92.6,15.72,11,43,38.5,91.7,300,309.78,170.84,54.83,Spontaneous,No,Yes,Yes
573,Magic Kingdom,Cloudy,No,Yes,15,5,6,82.1,15.2,13,47.2,51,77.6,300,322.98,117.47,77.95,Planner,Yes,Yes,No
574,Hollywood Studios,Cloudy,Yes,Yes,23,4,5,83.9,11.45,9,24.2,26.8,86.9,200,324.28,127.67,59.15,Planner,Yes,Yes,Yes
575,Animal Kingdom,Sunny,No,No,28,4,6,84,7.85,16,17.4,29.5,76.5,200,346.33,198.45,38.39,Planner,Yes,Yes,Yes
576,Magic Kingdom,Sunny,No,Yes,35,4,3,83.1,8.82,8,45.3,63.4,80.1,300,295.66,114.55,68.35,Spontaneous,No,No,Yes
577,Hollywood Studios,Rainy,Yes,No,59,2,2,85.8,10.05,9,54.4,71.2,88.8,200,277.22,134.77,31.17,Planner,No,No,Yes
578,Magic Kingdom,Cloudy,No,Yes,34,2,5,98.2,9.36,7,47.2,56.5,84.9,300,308.29,133.55,72.96,Mixed,Yes,Yes,Yes
579,Hollywood Studios,Sunny,No,Yes,34,1,4,95.7,8.07,12,55.3,61.8,66.5,200,212.1,119.54,24.71,Spontaneous,No,No,No
580,Magic Kingdom,Sunny,No,Yes,37,4,5,84,11.1,14,18.9,31.1,70.2,300,324.82,128.6,114.52,Mixed,No,No,No
581,EPCOT,Rainy,No,No,3,5,7,64.5,11.14,10,26.2,50,88.8,400,349.34,135.18,47.85,Planner,Yes,Yes,Yes
582,Hollywood Studios,Cloudy,No,Yes,29,4,4,82.4,11.39,11,41.7,60.3,72.2,200,313.27,129.88,102.98,Planner,No,No,Yes
583,Magic Kingdom,Sunny,No,Yes,69,4,6,75,3.84,12,30.7,38.7,86.1,300,NA,NA,NA,Mixed,No,Yes,Yes
584,Animal Kingdom,Sunny,No,No,10,4,3,84.6,9.98,11,55.7,62.2,80,300,263.04,139.45,39.54,Planner,Yes,Yes,Yes
585,Hollywood Studios,Sunny,No,No,50,4,6,81.8,6.25,14,51.4,59.4,73.5,300,282.66,142.55,56.22,Mixed,Yes,Yes,Yes
586,EPCOT,Sunny,No,Yes,69,4,6,89.1,13.19,12,36,37.7,70.9,300,370.26,152.94,123.2,Planner,No,No,No
587,Magic Kingdom,Sunny,No,No,32,4,3,73.7,14.77,12,61.4,70.9,68.8,200,246.05,114.46,59.65,Planner,No,No,No
588,Animal Kingdom,Cloudy,No,No,27,5,6,90.5,11.92,14,7.5,32.5,75.8,200,340.67,153.92,77.09,Planner,No,No,Yes
589,Magic Kingdom,Sunny,No,No,22,6,4,94.9,12.72,12,49.8,69.5,83.5,300,345.14,124.63,115.94,Planner,No,No,Yes
590,EPCOT,Sunny,No,No,57,8,10,89.1,5.8,22,32.8,41.3,71.1,500,511.27,207.63,141.41,Planner,Yes,Yes,Yes
591,EPCOT,Sunny,No,Yes,12,5,5,95.5,9.34,13,41.4,50.6,73.9,300,291.59,147.78,73.65,Spontaneous,Yes,No,Yes
592,Magic Kingdom,Sunny,Yes,No,10,4,7,82.5,8.07,17,42.6,54.8,84.2,200,291.02,137.39,77,Spontaneous,Yes,Yes,Yes
593,Animal Kingdom,Sunny,No,No,51,6,5,86.3,8.2,4,21.9,30.4,81.1,200,316.02,153.32,54.74,Spontaneous,No,No,Yes
594,EPCOT,Sunny,No,No,42,3,5,88.5,10.23,6,35.1,35.7,69.5,300,275.03,138.18,67.62,Mixed,No,No,No
595,EPCOT,Sunny,No,No,18,4,7,94.7,8.8,15,27.4,41,77.1,300,350.44,179.9,49.15,Mixed,Yes,Yes,No
596,Animal Kingdom,Cloudy,Yes,Yes,9,5,1,81.2,13.79,7,26.2,40,66.6,200,218.2,218.2,NA,Planner,Yes,No,Yes
597,EPCOT,Sunny,No,Yes,46,3,8,80,9.64,12,32.8,32.9,82.8,300,308.87,146.76,70.94,Planner,Yes,No,Yes
598,Hollywood Studios,Rainy,Yes,No,35,5,6,86.1,11.95,12,45,59.7,74.6,200,344.86,132.52,56.86,Spontaneous,Yes,Yes,Yes
599,Magic Kingdom,Cloudy,No,No,41,5,4,82.4,9.59,12,40.9,58.9,64.6,300,355.74,144.55,90.51,Spontaneous,Yes,Yes,No
600,EPCOT,Rainy,No,Yes,3,3,6,66.2,8.62,12,18.2,43.4,74.7,300,NA,NA,NA,Planner,No,No,Yes
601,Magic Kingdom,Rainy,No,Yes,26,4,11,86.9,8.17,14,38,56.2,77.6,300,440.43,234.86,84.69,Mixed,No,Yes,No
602,Magic Kingdom,Rainy,Yes,Yes,27,6,5,71.1,17.07,14,53.1,70.6,64.7,200,342.55,164.09,76.29,Mixed,Yes,Yes,Yes
603,Animal Kingdom,Sunny,Yes,No,14,4,6,87.3,15.27,10,28.7,31.4,64.6,200,283.17,161.3,49.29,Planner,No,No,Yes
604,Magic Kingdom,Cloudy,No,Yes,31,1,8,76.5,5.66,15,42.7,52.1,83.8,200,290.85,133.29,74.99,Mixed,No,Yes,Yes
605,Magic Kingdom,Sunny,No,Yes,43,3,6,74.1,7.73,19,49.4,56.9,79,400,378.87,219.84,52.57,Planner,Yes,No,No
606,Animal Kingdom,Sunny,Yes,No,29,4,5,102,12.39,14,9.8,20.6,73.5,200,336.91,199.93,51.89,Planner,Yes,No,No
607,EPCOT,Sunny,No,Yes,54,1,3,93,14.06,14,34.8,34.1,91.8,300,257,138.41,27.74,Spontaneous,No,Yes,Yes
608,Magic Kingdom,Sunny,Yes,Yes,21,3,6,77,11.18,13,48.5,56.2,56.2,300,317.04,156.91,51.5,Mixed,No,Yes,No
609,Magic Kingdom,Sunny,No,No,33,5,5,90.1,8.75,10,48.4,62.9,76,300,254.89,96.52,62.81,Planner,No,No,Yes
610,Hollywood Studios,Sunny,No,No,38,6,8,97.1,10.32,11,42.4,64.1,67.5,300,357.18,137.95,126.7,Mixed,No,No,No
611,Hollywood Studios,Sunny,Yes,No,43,3,4,71.3,10.24,10,47.1,50.9,70.8,200,284.36,114.53,40.22,Planner,No,No,Yes
612,EPCOT,Sunny,No,Yes,36,3,3,89.5,9.85,8,49.3,66.7,73.4,300,NA,NA,NA,Planner,No,No,Yes
613,EPCOT,Cloudy,No,Yes,31,4,4,79.2,13.36,18,46.8,44.4,77.3,200,281.32,127.93,51.22,Planner,Yes,Yes,No
614,Magic Kingdom,Cloudy,Yes,No,42,8,4,92.8,10.7,7,51.5,72.6,71.8,300,303.89,111.4,103.51,Mixed,No,Yes,No
615,Magic Kingdom,Cloudy,No,Yes,7,5,1,90.9,7.26,7,47.4,59.8,86.8,100,230.16,230.16,NA,Spontaneous,No,No,Yes
616,Magic Kingdom,Rainy,No,Yes,18,4,4,88.6,10.84,18,24.5,32.4,90.9,400,327.62,172.95,80.63,Spontaneous,No,No,Yes
617,Hollywood Studios,Rainy,No,Yes,33,3,4,82.7,11.14,14,45.5,52.8,77.5,200,277.7,131.69,56.03,Planner,No,No,No
618,Hollywood Studios,Sunny,No,Yes,46,5,5,78.5,12.49,12,48.7,49.9,68.7,400,327.02,157.05,95.24,Planner,No,No,No
619,Hollywood Studios,Cloudy,Yes,Yes,21,3,3,82.8,13.45,13,42.9,50.6,84.1,200,210.79,121.26,38.18,Mixed,No,No,Yes
620,EPCOT,Rainy,No,Yes,33,7,7,76.3,11.42,17,36.9,46.8,73.1,300,394.49,153.18,93.9,Mixed,No,Yes,No
621,Magic Kingdom,Sunny,No,Yes,78,3,7,80.5,9.74,15,49.9,49.2,82.3,300,351.4,156.72,91.67,Planner,No,No,Yes
622,Hollywood Studios,Sunny,No,No,35,6,5,70,9.42,13,34.9,50.6,84.6,200,303.92,125.78,95.67,Planner,No,No,Yes
623,Magic Kingdom,Rainy,No,No,60,3,5,83.6,9.66,11,47.5,59.1,78.2,300,262.25,117.87,64.55,Mixed,Yes,Yes,No
624,Animal Kingdom,Cloudy,No,Yes,34,6,4,74.6,3.06,14,27.8,46.3,65.4,400,NA,NA,NA,Spontaneous,No,Yes,No
625,Animal Kingdom,Cloudy,No,Yes,32,4,7,75,13.19,12,32,40.2,81,300,329.5,188.78,56.13,Spontaneous,Yes,Yes,No
626,Magic Kingdom,Sunny,Yes,No,3,5,7,83.5,12.64,22,56.5,70.2,80.4,300,348.9,175.43,61.03,Spontaneous,Yes,Yes,Yes
627,Magic Kingdom,Rainy,No,No,11,3,5,82.6,8.73,12,28.2,49.4,83.9,400,NA,NA,NA,Mixed,No,Yes,No
628,EPCOT,Cloudy,No,No,43,4,9,76.3,6.68,23,31.9,33,80.2,500,408.7,181.5,79.69,Spontaneous,Yes,No,Yes
629,Magic Kingdom,Rainy,No,Yes,29,4,4,80.7,11.15,14,31.6,55,76.7,200,247.6,129.08,33.73,Mixed,No,Yes,No
630,Hollywood Studios,Sunny,No,Yes,11,6,4,99.6,7.59,7,30,50.5,76.9,300,354.06,209.44,53.79,Planner,No,No,Yes
631,EPCOT,Sunny,Yes,No,35,1,6,86.3,4.28,18,42.2,53.3,72.8,300,330.42,192.43,29.2,Planner,No,No,No
632,EPCOT,Rainy,No,No,25,3,5,87.1,9.35,9,24.6,44.7,68.4,200,362.63,130.86,95,Spontaneous,Yes,No,No
633,Animal Kingdom,Sunny,No,Yes,55,5,7,80.2,11.65,12,13.2,17.5,79.5,300,388.49,220.97,76.79,Planner,No,Yes,Yes
634,Magic Kingdom,Rainy,No,Yes,26,5,6,83.5,11.22,18,43.6,48.3,76.8,300,388.36,186.05,70.4,Planner,No,Yes,Yes
635,Magic Kingdom,Sunny,No,No,56,6,2,79.4,6.94,4,37,58.2,87.5,200,253.33,121.71,30.71,Planner,Yes,Yes,No
636,EPCOT,Cloudy,No,Yes,40,6,8,89.7,9.43,15,35.8,35.5,66.7,300,450.03,233.86,65.42,Spontaneous,No,No,No
637,Magic Kingdom,Rainy,Yes,No,49,1,6,80.5,9.18,17,33.6,35.3,55.5,300,306.56,170.56,66.95,Spontaneous,No,No,Yes
638,Animal Kingdom,Sunny,No,Yes,21,7,4,87.6,9.86,13,11.5,29.2,79.2,300,357.59,162.1,98.6,Mixed,No,No,Yes
639,Magic Kingdom,Sunny,No,No,32,6,5,92.3,7.88,13,61.3,67.8,60.9,200,334.09,189.58,65.36,Spontaneous,Yes,Yes,Yes
640,Animal Kingdom,Rainy,Yes,Yes,3,5,4,92.7,8.47,6,35.3,30.2,71.1,200,303.87,152.42,39.85,Planner,No,No,No
641,EPCOT,Cloudy,No,No,6,4,6,74,8.61,17,14.4,26.6,81.5,200,272.43,130.21,53.6,Planner,Yes,No,Yes
642,Magic Kingdom,Cloudy,No,Yes,40,6,9,81.3,19.36,15,33.6,40.8,72,400,368.9,140.43,89.22,Planner,Yes,Yes,Yes
643,Magic Kingdom,Sunny,No,No,50,6,3,79.8,9.35,10,48.4,65.8,67.9,200,318.36,159.27,65.59,Mixed,No,No,Yes
644,EPCOT,Rainy,No,Yes,45,2,5,83.1,11.34,14,30.9,26,71.3,300,318.93,186.53,38.25,Mixed,Yes,No,Yes
645,Hollywood Studios,Sunny,Yes,No,29,5,9,93.6,11.97,17,62.4,71.9,89.1,300,426.01,155.06,117.59,Mixed,Yes,Yes,Yes
646,EPCOT,Cloudy,No,No,19,4,4,86.7,11.21,16,21.4,32.4,65.5,100,278.18,138.73,40.69,Planner,No,No,No
647,EPCOT,Sunny,No,No,53,3,6,72.7,8.02,16,37.6,52.9,76.4,200,260.2,134.94,42.35,Planner,No,Yes,Yes
648,Magic Kingdom,Sunny,No,No,36,2,9,85.4,13.66,20,42.2,53.1,71.9,400,364.25,178.29,74.23,Mixed,No,Yes,Yes
649,Hollywood Studios,Rainy,Yes,No,32,2,4,94.5,7.16,10,34.9,41.9,100,200,291.49,149.78,53.61,Spontaneous,Yes,Yes,Yes
650,EPCOT,Sunny,Yes,No,17,5,6,81.4,9.17,12,28.5,41,85.2,300,328.16,187.66,58.03,Mixed,No,No,Yes
651,Magic Kingdom,Rainy,Yes,No,43,2,9,71.9,10.52,17,36.9,46.7,87.6,300,332.52,193.3,76.37,Planner,No,Yes,Yes
652,Animal Kingdom,Cloudy,No,No,17,4,4,74.9,14.29,8,34.1,37.1,74.9,200,357.7,209.93,56.02,Planner,No,No,No
653,Hollywood Studios,Rainy,No,Yes,36,3,4,74.6,15.23,11,18.3,33.5,80,400,357.05,135.87,82.58,Planner,Yes,No,No
654,Animal Kingdom,Sunny,No,No,51,5,6,77.3,7.97,17,50.8,53.6,76.1,300,368.63,153.15,95.78,Planner,No,No,No
655,EPCOT,Sunny,No,Yes,44,2,7,82.7,11.36,19,52.1,55.4,85.9,200,309.5,151.77,89.89,Mixed,No,No,Yes
656,Hollywood Studios,Cloudy,Yes,No,26,5,5,84.2,8.23,15,47.7,55.4,82.6,400,377.53,132.7,135.53,Spontaneous,No,No,Yes
657,EPCOT,Sunny,No,No,28,7,6,88.3,10.91,19,39.3,48.3,78.4,400,417.25,151.87,140.86,Spontaneous,No,No,Yes
658,Animal Kingdom,Rainy,Yes,No,41,5,7,90.2,7.78,14,36.7,41.4,78.5,400,419.32,232.45,110.68,Mixed,No,Yes,Yes
659,Magic Kingdom,Sunny,No,No,35,4,3,87.2,9.58,11,50.3,58.8,69.5,300,260.02,113.28,85.65,Mixed,No,No,No
660,EPCOT,Sunny,Yes,Yes,38,5,8,74.2,11.99,16,41.7,41.8,95.9,400,447.14,191.1,116.88,Spontaneous,No,No,Yes
661,Hollywood Studios,Sunny,No,Yes,38,5,4,93,8.18,7,34.6,39.3,71.7,300,304.42,178.01,69.82,Mixed,Yes,Yes,No
662,Animal Kingdom,Sunny,No,No,29,3,2,77.3,4.08,9,21.9,33.1,83.5,300,256.02,92.93,80.37,Spontaneous,No,No,Yes
663,EPCOT,Sunny,No,No,7,6,2,78.4,10.71,3,14.2,19.8,64.7,200,298.89,133.82,96.24,Spontaneous,No,No,Yes
664,EPCOT,Sunny,No,No,45,5,7,71.8,5.62,19,28.1,43.7,53.8,300,390.17,163.33,94.77,Spontaneous,No,Yes,No
665,Magic Kingdom,Sunny,Yes,No,31,6,8,83.5,10.69,14,41.2,52.2,63.6,400,403,161.43,122.17,Planner,No,No,No
666,EPCOT,Sunny,Yes,No,46,9,5,85.5,9.77,11,50.2,55.3,63.9,300,413.7,244.39,60.54,Planner,No,No,No
667,Hollywood Studios,Cloudy,No,No,40,7,9,79.1,10.74,10,24,52.3,88.5,300,376.26,175.54,67.55,Spontaneous,Yes,No,Yes
668,Hollywood Studios,Sunny,No,No,30,2,3,96.4,5.8,10,56,65.3,74.1,200,317.37,172.68,66.59,Planner,No,No,Yes
669,Magic Kingdom,Cloudy,No,No,50,6,6,82.5,9.21,12,67.7,76,70.8,300,356.53,178.01,56.11,Mixed,Yes,No,Yes
670,Hollywood Studios,Cloudy,No,No,29,5,5,93.3,10.19,13,24.5,45.1,62.4,200,259.42,141.94,54.92,Mixed,No,Yes,Yes
671,Hollywood Studios,Cloudy,No,Yes,47,3,10,79.9,9.31,16,54.2,62.6,82.7,300,331.29,176.08,48.36,Spontaneous,No,Yes,Yes
672,Hollywood Studios,Sunny,No,No,60,3,7,83.4,4.01,18,46.8,46.4,67.8,300,334.42,187.27,81.85,Mixed,Yes,Yes,No
673,EPCOT,Cloudy,No,Yes,37,7,1,81.7,12.13,7,26.6,35.7,75.6,300,306.8,306.8,NA,Planner,No,No,Yes
674,Magic Kingdom,Sunny,No,No,23,6,7,76.3,9.93,12,58.6,59.1,69,200,407.94,213.57,58.87,Planner,No,No,No
675,EPCOT,Sunny,No,Yes,31,5,3,87.6,10.39,11,31.3,47.4,61,200,279.64,139.12,57.11,Planner,No,No,Yes
676,Magic Kingdom,Sunny,No,Yes,45,2,4,92.5,9.43,13,43.6,56.4,69.3,200,229.94,116.3,40.66,Mixed,Yes,No,No
677,Magic Kingdom,Rainy,No,Yes,23,4,3,79,10,13,22.2,23.4,68.7,300,301.26,178.53,32.93,Mixed,No,No,No
678,Magic Kingdom,Sunny,Yes,Yes,40,5,14,83.3,11.01,22,60.8,63.9,90.9,500,NA,NA,NA,Spontaneous,No,No,Yes
679,Magic Kingdom,Sunny,Yes,No,46,4,6,94.7,8.92,11,33.5,48.4,77.3,300,287.36,163.25,43.47,Planner,Yes,Yes,Yes
680,Magic Kingdom,Cloudy,Yes,No,25,7,6,79,10.02,7,36.3,42.6,84.3,300,358.07,199.9,37.01,Spontaneous,No,No,Yes
681,EPCOT,Sunny,Yes,Yes,52,5,6,70.9,5.24,15,31.1,29.6,82,300,356.21,183.13,86.74,Planner,No,No,Yes
682,Animal Kingdom,Sunny,No,No,40,2,5,92.5,12.18,13,20.7,39.3,86.6,300,316.02,120.47,49.46,Spontaneous,Yes,Yes,Yes
683,Hollywood Studios,Sunny,No,No,33,5,2,86.2,10.33,8,42.4,47.6,71.3,200,285.59,124.08,64.96,Planner,No,No,No
684,Magic Kingdom,Rainy,No,No,17,3,2,102,4.74,12,40.4,55.4,88.6,200,279.41,109.2,49.88,Mixed,No,Yes,Yes
685,Magic Kingdom,Sunny,No,No,56,4,7,84.7,14.39,12,42.9,45.3,83.4,300,319.95,162.28,90.69,Planner,Yes,Yes,Yes
686,Magic Kingdom,Cloudy,No,Yes,35,4,6,102,11.02,15,44.9,54,72.5,400,375.74,174.23,50.34,Spontaneous,Yes,Yes,Yes
687,Magic Kingdom,Sunny,No,Yes,39,3,3,89.6,9.83,14,59.5,64.4,98.3,300,337.92,178.32,44.82,Planner,Yes,Yes,Yes
688,Animal Kingdom,Sunny,No,No,20,3,4,88.3,13.52,12,45.7,62.8,73.8,300,275.3,119.92,65.61,Planner,Yes,Yes,Yes
689,Hollywood Studios,Sunny,No,No,40,4,2,78.3,13.95,12,51.6,58.7,62.5,300,316.34,150.75,83.3,Planner,Yes,Yes,No
690,Magic Kingdom,Sunny,No,Yes,42,4,10,84.7,7.48,18,54.1,56.5,66.9,400,399.25,207.13,51.03,Planner,Yes,Yes,No
691,EPCOT,Rainy,No,No,24,4,2,92.5,7.6,10,19.8,28.7,90.3,300,277.97,106.85,65.74,Planner,Yes,No,Yes
692,Magic Kingdom,Cloudy,Yes,No,55,3,8,79.4,6.16,17,42.1,50.3,73.6,300,340.23,129.19,96.71,Mixed,Yes,Yes,No
693,EPCOT,Sunny,Yes,Yes,40,4,8,86,14.52,16,44,49.9,78.7,200,352.47,198.56,56.31,Planner,Yes,Yes,No
694,Hollywood Studios,Rainy,No,No,55,4,5,77.4,6.55,11,43,59.1,59.7,300,331.92,144.42,100.08,Planner,No,Yes,No
695,Hollywood Studios,Sunny,Yes,No,44,5,7,76.5,15.92,15,33.9,42.3,69.2,300,317.27,119.18,104.83,Mixed,No,No,Yes
696,Magic Kingdom,Cloudy,No,Yes,40,6,5,87.2,7.17,16,48.2,64.3,75.4,400,462.63,206.3,92.96,Spontaneous,No,No,No
697,EPCOT,Rainy,No,Yes,37,3,8,97.3,4.33,11,25.5,43.9,68.9,200,328.43,162.04,38.17,Mixed,No,No,Yes
698,EPCOT,Sunny,No,Yes,37,3,2,81.2,14.27,11,31.9,49.7,84.5,200,261.49,120.18,70.23,Spontaneous,No,No,Yes
699,Magic Kingdom,Rainy,Yes,Yes,29,3,4,85.2,14.44,12,44.3,53.7,75.4,300,307.52,142.12,40.02,Spontaneous,Yes,No,Yes
700,EPCOT,Sunny,No,No,12,8,7,84.5,10.23,12,35.9,47.5,62.9,400,389.1,160.12,96.86,Spontaneous,Yes,Yes,Yes
701,Magic Kingdom,Sunny,No,Yes,57,3,9,83.7,12.82,17,55.4,82.8,63.7,300,368.65,165.14,42,Mixed,No,No,Yes
702,Magic Kingdom,Cloudy,No,Yes,40,2,6,94.5,9.08,14,48.3,50.6,75.1,100,254.29,141.91,28.68,Mixed,Yes,Yes,No
703,Animal Kingdom,Cloudy,No,Yes,44,6,3,78.1,12.86,11,24.1,40.1,54.7,400,332.33,152.11,65.92,Mixed,No,Yes,No
704,Animal Kingdom,Sunny,No,No,18,5,5,83.3,9.6,10,32,33.5,62.7,300,316.49,140.77,47.8,Planner,No,Yes,Yes
705,EPCOT,Sunny,No,No,54,2,6,78.9,8.59,15,56.9,74.8,87.5,300,347.03,188.71,43.19,Spontaneous,No,No,Yes
706,Magic Kingdom,Rainy,No,Yes,52,3,2,84.6,6.56,8,35,50.9,79,200,236.67,94.11,36.62,Planner,Yes,Yes,Yes
707,Animal Kingdom,Sunny,No,Yes,31,4,8,72.5,8.05,16,34.8,35.6,84.7,300,357.6,137.74,114.41,Mixed,Yes,No,Yes
708,Hollywood Studios,Cloudy,No,No,36,2,7,76,15.36,9,46.4,50.4,67.8,300,301.5,132.79,34.52,Planner,No,No,No
709,Hollywood Studios,Sunny,Yes,No,23,2,6,78,9.12,12,40.1,52.7,93.8,300,345.2,145.85,49.52,Mixed,Yes,Yes,Yes
710,Magic Kingdom,Cloudy,No,No,52,2,7,60.7,10.49,15,63.8,62.1,71.5,400,419.21,238.92,107.61,Spontaneous,Yes,Yes,Yes
711,EPCOT,Cloudy,No,Yes,11,2,4,87.8,10.82,10,39.3,46,88.2,200,262.92,116.94,72.95,Planner,No,Yes,Yes
712,Hollywood Studios,Cloudy,No,Yes,16,4,4,71.5,5.77,10,42.1,55.1,58.4,200,270.13,106.47,62.05,Spontaneous,Yes,Yes,Yes
713,Hollywood Studios,Cloudy,Yes,No,26,1,3,80.1,8.37,6,41.4,51.5,68.8,200,208.67,120.51,44.59,Planner,No,No,No
714,Hollywood Studios,Cloudy,No,Yes,48,2,4,102,12.02,13,32.8,46.3,75.5,300,291.56,158.18,63.66,Mixed,No,Yes,No
715,Animal Kingdom,Sunny,Yes,No,41,4,4,85.6,12.19,11,30.1,42.1,79.5,300,356.26,168.76,51.19,Planner,No,Yes,No
716,Magic Kingdom,Cloudy,No,Yes,57,3,4,79.2,11.5,11,47.4,50.6,75.9,200,254.66,141.31,63.19,Mixed,No,No,Yes
717,EPCOT,Cloudy,No,No,8,4,3,92.9,12.88,15,31.2,41.2,61.9,200,196.78,74.45,38.49,Planner,No,No,No
718,Magic Kingdom,Rainy,Yes,No,25,4,6,79.9,10.27,15,39.5,41.1,97.3,300,347.91,172.84,96.01,Mixed,No,No,Yes
719,Animal Kingdom,Sunny,No,Yes,22,1,6,88,5.54,13,48,54.4,70.3,200,195.29,97.39,58.49,Planner,No,No,No
720,Magic Kingdom,Rainy,No,No,52,5,4,83.2,13.24,7,60.7,57.1,80,200,280.58,113.37,54.88,Mixed,Yes,No,No
721,EPCOT,Cloudy,Yes,Yes,28,5,9,83.2,8.27,15,45.8,53.8,80.1,300,462.11,163.78,116.4,Mixed,No,No,No
722,Animal Kingdom,Rainy,Yes,No,40,1,6,91.4,10.13,15,37.3,45,71.2,200,272.8,131.95,69.77,Planner,No,Yes,No
723,Hollywood Studios,Sunny,No,No,38,3,6,89.6,10.76,16,58.1,73.1,87.2,200,348.68,138.78,67.79,Mixed,Yes,Yes,Yes
724,Magic Kingdom,Sunny,Yes,No,40,3,8,78.5,13.19,17,46,54.4,64.8,300,343.93,158.96,42.81,Planner,No,No,Yes
